Date,Open,High,Low,Close,Adj Close,Volume,Return,S_3,S_9,S_18,lag_1,lag_2,lag_3,Rolling_Mean,Rolling_Min,Rolling_Max,EMA_12,EMA_26,MACD,MACD_Signal,RSI
2015-01-29,15.236499786376951,15.640000343322754,14.966500282287598,15.58899974822998,15.58899974822998,173132000,0.0258957826138501,15.37399991353353,15.17911105685764,14.977499961853027,15.195500373840332,15.337499618530272,15.482999801635742,15.37399991353353,15.195500373840332,15.58899974822998,15.182989966117262,15.081191336235854,0.10179862988140798,0.012755923431726917,58.7670416172054
2015-01-30,17.31599998474121,17.975000381469727,17.03700065612793,17.726499557495117,17.726499557495117,477122000,0.1371159050475854,16.17033322652181,15.533499929640028,15.122888829973009,15.58899974822998,15.195500373840332,15.337499618530272,16.17033322652181,15.195500373840332,17.726499557495117,15.574299134021548,15.27714009336617,0.29715904065537835,0.0696365468764572,77.75100807563237
2015-02-02,17.502500534057617,18.25,17.500499725341797,18.223499298095703,18.223499298095703,204638000,0.0280371056332124,17.1796662012736,15.950333171420628,15.315055476294624,17.726499557495117,15.58899974822998,15.195500373840332,17.1796662012736,15.58899974822998,18.223499298095703,15.981868390032956,15.495388923346136,0.48647946668681996,0.15300513083852976,83.76154964175512
2015-02-03,18.01449966430664,18.391000747680664,18.010499954223633,18.177499771118164,18.177499771118164,124252000,-0.0025241873816378,18.042499542236328,16.318666458129883,15.495972156524658,18.223499298095703,17.726499557495117,15.58899974822998,18.042499542236328,17.726499557495117,18.223499298095703,16.319657833276835,15.694063800958878,0.6255940323179576,0.24752291113441532,82.52198121281742
2015-02-04,17.91900062561035,18.375,17.911500930786133,18.237499237060547,18.237499237060547,83398000,0.0033007545975995,18.212832768758137,16.621055285135906,15.674555460611979,18.177499771118164,18.223499298095703,17.726499557495117,18.212832768758137,18.177499771118164,18.237499237060547,16.614710356935866,15.882466425855297,0.7322439310805695,0.34446711512364614,83.87036891092363
2015-02-05,18.299999237060547,18.940000534057617,18.295000076293945,18.694499969482425,18.694499969482425,144952000,0.025058300290053,18.36983299255371,16.96272193060981,15.888333214653862,18.237499237060547,18.177499771118164,18.223499298095703,18.36983299255371,18.177499771118164,18.694499969482425,16.934677989635336,16.090765206864713,0.843912782770623,0.4443562486530415,90.12370130704669
2015-02-06,18.74349975585937,18.79949951171875,18.550500869750977,18.714000701904297,18.714000701904297,77848000,0.0010431267192867,18.54866663614909,17.32172203063965,16.11852767732408,18.694499969482425,18.237499237060547,18.177499771118164,18.54866663614909,18.237499237060547,18.714000701904297,17.208419945369023,16.285078947238016,0.9233409981310068,0.5401531985486346,89.80371607725878
2015-02-09,18.549999237060547,18.72050094604492,18.36000061035156,18.527999877929688,18.527999877929688,54492000,-0.0099391266964996,18.64550018310547,17.676222059461807,16.32913875579834,18.714000701904297,18.694499969482425,18.237499237060547,18.64550018310547,18.527999877929688,18.714000701904297,17.41143224268605,16.45122123840036,0.9602110042856893,0.6241647596960456,87.77943119225635
2015-02-10,18.559499740600582,18.71500015258789,18.425500869750977,18.64999961853028,18.64999961853028,45744000,0.0065846147131032,18.63066673278809,18.0600553088718,16.550610966152615,18.527999877929688,18.714000701904297,18.694499969482425,18.63066673278809,18.527999877929688,18.714000701904297,17.601981069739008,16.614093711002578,0.9878873587364296,0.6969092795041224,87.13599028129238
2015-02-11,18.561500549316406,18.854999542236328,18.55500030517578,18.756999969482425,18.756999969482425,55730000,0.0057372843507104,18.6449998219808,18.412055333455402,16.79558319515652,18.64999961853028,18.527999877929688,18.714000701904297,18.6449998219808,18.527999877929688,18.756999969482425,17.77967628508415,16.772827507927012,1.0068487771571384,0.7588971790347256,85.59191582531574
2015-02-12,18.7549991607666,18.925500869750977,18.65749931335449,18.85849952697754,18.85849952697754,55822000,0.0054112895271234,18.755166371663417,18.53783310784234,17.035666518741184,18.756999969482425,18.64999961853028,18.527999877929688,18.755166371663417,18.64999961853028,18.85849952697754,17.945649091529287,16.927321731560387,1.0183273599689002,0.8107832152215606,85.58558143228863
2015-02-13,18.920499801635746,19.14999961853028,18.850500106811523,19.09149932861328,19.09149932861328,69502000,0.0123551611994596,18.902332941691082,18.634277555677627,17.292305363549126,18.85849952697754,18.756999969482425,18.64999961853028,18.902332941691082,18.756999969482425,19.09149932861328,18.12193374338836,17.087631183193935,1.0343025601944262,0.8554870842161337,88.82194984215892
2015-02-17,18.88599967956543,18.999500274658203,18.63349914550781,18.771499633789062,18.771499633789062,73464000,-0.0167613705616416,18.90716616312663,18.70027754041884,17.50947199927436,19.09149932861328,18.85849952697754,18.756999969482425,18.90716616312663,18.771499633789062,19.09149932861328,18.22186695729616,17.212362179534317,1.009504777761844,0.8862906229252758,85.60764221262002
2015-02-18,18.68899917602539,18.83699989318848,18.64249992370605,18.668500900268555,18.668500900268555,53012000,-0.0054869741645525,18.843833287556965,18.748166614108616,17.68461094962226,18.771499633789062,19.09149932861328,18.85849952697754,18.843833287556965,18.668500900268555,19.09149932861328,18.290579871599608,17.320224306996113,0.9703555646034943,0.9031036112609196,86.30568593895086
2015-02-19,18.67449951171875,19.0939998626709,18.671499252319336,18.950000762939453,18.950000762939453,59076000,0.0150788680984474,18.796667098999023,18.776555591159397,17.8696387608846,18.668500900268555,18.771499633789062,19.09149932861328,18.796667098999023,18.668500900268555,18.950000762939453,18.392029239498044,17.440948488917844,0.9510807505801999,0.9126990391247758,85.97732863716816
2015-02-20,18.93099975585937,19.184999465942383,18.79199981689453,19.183000564575195,19.183000564575195,65160000,0.0122955035490774,18.933834075927734,18.82866668701172,18.075194358825684,18.950000762939453,18.668500900268555,18.771499633789062,18.933834075927734,18.668500900268555,19.183000564575195,18.51371713566376,17.56998938341098,0.94372775225278,0.9189047817503766,76.32390678151901
2015-02-23,19.17200088500977,19.22699928283692,18.89999961853028,19.006999969482425,19.006999969482425,43540000,-0.0091748209306622,19.046667098999023,18.881888919406467,18.279055489434135,19.183000564575195,18.950000762939453,18.668500900268555,19.046667098999023,18.950000762939453,19.183000564575195,18.589606802405093,17.676434612008865,0.913172190396228,0.9177582634795469,66.01923649880756
2015-02-24,18.9325008392334,19.02400016784668,18.808000564575195,18.929500579833984,18.929500579833984,38416000,-0.0040774130463973,19.039833704630535,18.912944581773544,18.486499945322674,19.006999969482425,19.183000564575195,18.950000762939453,19.039833704630535,18.929500579833984,19.183000564575195,18.64189815277877,17.76925431332924,0.8726438394495268,0.9087353786735429,65.1796735252695
2015-02-25,18.863500595092773,19.39249992370605,18.82699966430664,19.26849937438965,19.26849937438965,63490000,0.0179084912000693,19.06833330790202,18.96977784898546,18.690916591220432,18.929500579833984,19.006999969482425,19.183000564575195,19.06833330790202,18.929500579833984,19.26849937438965,18.738298340718902,17.88030950303742,0.8579888376814822,0.8985860704751308,68.70465632757691
2015-02-26,19.203500747680664,19.4685001373291,19.16399955749512,19.239999771118164,19.239999771118164,53742000,-0.0014790774682414,19.145999908447266,19.012166765001083,18.77499993642171,19.26849937438965,18.929500579833984,19.006999969482425,19.145999908447266,18.929500579833984,19.26849937438965,18.815483176164943,17.98102730067303,0.834455875491912,0.885760031478487,61.71859058461215
2015-02-27,19.200000762939453,19.29949951171875,18.989500045776367,19.007999420166016,19.007999420166016,50646000,-0.0120582304424147,19.17216618855794,19.002888997395832,18.818583276536728,19.239999771118164,19.26849937438965,18.929500579833984,19.17216618855794,19.007999420166016,19.26849937438965,18.845101059857416,18.057099309524364,0.7880017503330521,0.8662083752494001,55.78738294948524
2015-03-02,19.042499542236328,19.295000076293945,18.974000930786133,19.28300094604492,19.28300094604492,42784000,0.0144676733095407,19.177000045776367,19.059722476535374,18.880000008477104,19.007999420166016,19.239999771118164,19.26849937438965,19.177000045776367,19.007999420166016,19.28300094604492,18.91247027311703,18.147906838155517,0.7645634349615129,0.8458793871918227,64.359104205602
2015-03-03,19.19750022888184,19.30500030517578,19.07999992370605,19.230499267578125,19.230499267578125,38930000,-0.0027226923140073,19.17383321126302,19.12216673956977,18.93516667683919,19.28300094604492,19.007999420166016,19.239999771118164,19.17383321126302,19.007999420166016,19.28300094604492,18.961397810726428,18.2280988699646,0.7332989407618271,0.8233632979058236,61.340099782773045
2015-03-04,19.285499572753903,19.395000457763672,19.10950088500977,19.13599967956543,19.13599967956543,45182000,-0.004914047560482,19.21649996439616,19.142833285861546,18.95969443851047,19.230499267578125,19.28300094604492,19.007999420166016,19.21649996439616,19.13599967956543,19.28300094604492,18.98825963670166,18.295350781786883,0.6929088549147764,0.7972724093076142,57.44012293304953
2015-03-05,19.280500411987305,19.42099952697754,19.194499969482425,19.39150047302246,19.39150047302246,53870000,0.0133518393465417,19.252666473388672,19.165999942355686,18.9973333146837,19.13599967956543,19.230499267578125,19.28300094604492,19.252666473388672,19.13599967956543,19.39150047302246,19.05029668844332,18.37654705521174,0.67374963323158,0.7725678540924075,59.86673276360039
2015-03-06,19.275999069213867,19.350000381469727,18.944000244140625,19.004499435424805,19.004499435424805,52540000,-0.0199572507623148,19.17733319600423,19.165722105238174,19.02380551232232,19.39150047302246,19.13599967956543,19.230499267578125,19.17733319600423,19.004499435424805,19.39150047302246,19.0432509572097,18.423062046338636,0.6201889108710645,0.7420920654481389,48.4763599121618
2015-03-09,18.920000076293945,18.96649932861328,18.763999938964844,18.92799949645996,18.92799949645996,46228000,-0.0040253593221322,19.107999801635742,19.165555318196613,19.03924994998508,19.004499435424805,19.39150047302246,19.13599967956543,19.107999801635742,18.92799949645996,19.39150047302246,19.025519963248204,18.4604648204217,0.5650551428265054,0.7066846809238122,52.99635767127601
2015-03-10,18.872499465942383,18.888500213623047,18.458999633789062,18.475500106811523,18.475500106811523,62420000,-0.0239063504694759,18.802666346232098,19.077444288465713,19.023611068725586,18.92799949645996,19.004499435424805,19.39150047302246,18.802666346232098,18.475500106811523,19.004499435424805,18.940901523796406,18.461578545339464,0.47932297845694194,0.6612123404304382,46.74095507782053
2015-03-11,18.530500411987305,18.667499542236328,18.3129997253418,18.318500518798828,18.318500518798828,49902000,-0.0084977179023594,18.574000040690105,18.97505548265245,18.993611123826767,18.475500106811523,18.92799949645996,19.004499435424805,18.574000040690105,18.318500518798828,18.92799949645996,18.84514752302755,18.45098017300312,0.3941673500244285,0.6078033423492363,38.86832747871084
2015-03-12,18.44099998474121,18.77499961853028,18.3759994506836,18.71199989318848,18.71199989318848,56200000,0.0214809816985748,18.50200017293294,18.942166646321613,18.972527821858723,18.318500518798828,18.475500106811523,18.92799949645996,18.50200017293294,18.318500518798828,18.71199989318848,18.82466327228308,18.470314967090925,0.3543483051921541,0.5571123349178199,42.14213526193736
2015-03-13,18.576000213623047,18.699499130249023,18.333999633789062,18.52899932861328,18.52899932861328,52234000,-0.0097798506637344,18.519833246866863,18.85838868882921,18.959055582682293,18.71199989318848,18.318500518798828,18.475500106811523,18.519833246866863,18.318500518798828,18.71199989318848,18.779176511718493,18.47466195683332,0.30451455488517354,0.5065927789112906,42.04393502827365
2015-03-16,18.518999099731445,18.69700050354004,18.336000442504883,18.667499542236328,18.667499542236328,47082000,0.0074747810805502,18.636166254679363,18.795833163791233,18.9589999516805,18.52899932861328,18.71199989318848,18.318500518798828,18.636166254679363,18.52899932861328,18.71199989318848,18.76199543949047,18.48894622241873,0.27304921707174046,0.4598840665433806,45.72592448772328
2015-03-17,18.55550003051757,18.725000381469727,18.48200035095215,18.59600067138672,18.59600067138672,40740000,-0.0038301257588269,18.59749984741211,18.7358332739936,18.93933327992757,18.667499542236328,18.52899932861328,18.71199989318848,18.59749984741211,18.52899932861328,18.667499542236328,18.736457782859123,18.496876181601543,0.23958160125758,0.4158235734862205,37.980373587728074
2015-03-18,18.49850082397461,18.79949951171875,18.334999084472656,18.756999969482425,18.756999969482425,53082000,0.008657737808293,18.67350006103516,18.665333218044708,18.915666580200195,18.59600067138672,18.667499542236328,18.52899932861328,18.67350006103516,18.59600067138672,18.756999969482425,18.73961811926271,18.516144610333463,0.22347350892924567,0.3773535605748256,41.757688789941255
2015-03-19,18.693500518798828,18.855499267578125,18.60950088500977,18.66200065612793,18.66200065612793,38314000,-0.0050647392178417,18.671667098999023,18.627277798122833,18.8964999516805,18.756999969482425,18.59600067138672,18.667499542236328,18.671667098999023,18.59600067138672,18.756999969482425,18.727676971088126,18.526948761873793,0.20072820921433276,0.3420284903027271,43.8059681617005
2015-03-20,18.81450080871582,18.9685001373291,18.79599952697754,18.92449951171875,18.92449951171875,75272000,0.0140659546866228,18.781166712443035,18.626888910929367,18.89622211456299,18.66200065612793,18.756999969482425,18.59600067138672,18.781166712443035,18.66200065612793,18.92449951171875,18.757957361954375,18.556396965566012,0.20156039638836276,0.3139348715198542,43.55328848895111
2015-03-23,18.903499603271484,19.088499069213867,18.746999740600582,18.75550079345703,18.75550079345703,44786000,-0.008930155228521,18.780666987101238,18.658000098334423,18.867722193400066,18.92449951171875,18.66200065612793,18.756999969482425,18.780666987101238,18.66200065612793,18.92449951171875,18.7575794283394,18.571145397261642,0.18643403107775924,0.28843470343143524,41.80187772408258
2015-03-24,18.699499130249023,18.761999130249023,18.613500595092773,18.70450019836425,18.70450019836425,44564000,-0.0027192339812418,18.794833501180012,18.700888951619465,18.83797221713596,18.75550079345703,18.92449951171875,18.66200065612793,18.794833501180012,18.70450019836425,18.92449951171875,18.74941339295861,18.58102353067665,0.16838986228195907,0.26442573520154,42.439109818228424
2015-03-25,18.75849914550781,19.02499961853028,18.51449966430664,18.54800033569336,18.54800033569336,68590000,-0.008366963084348,18.669333775838215,18.682666778564453,18.812416712443035,18.70450019836425,18.75550079345703,18.92449951171875,18.669333775838215,18.54800033569336,18.75550079345703,18.718426768763955,18.578577368085295,0.13984940067865992,0.23951046829696399,34.688664396817856
2015-03-26,18.47949981689453,18.56999969482422,18.28249931335449,18.36750030517578,18.36750030517578,58600000,-0.0097315089093581,18.540000279744465,18.664722442626953,18.76155556572808,18.54800033569336,18.70450019836425,18.75550079345703,18.540000279744465,18.36750030517578,18.70450019836425,18.664438082058084,18.562942030091996,0.10149605196608746,0.2119075850307887,37.4999906428932
2015-03-27,18.355499267578125,18.65850067138672,18.328500747680664,18.527999877929688,18.527999877929688,52196000,0.0087382371083275,18.48116683959961,18.649222479926216,18.722527821858723,18.36750030517578,18.54800033569336,18.70450019836425,18.48116683959961,18.36750030517578,18.54800033569336,18.643447589115254,18.560353722524415,0.08309386659083984,0.18614484134279893,42.40120644412772
2015-03-30,18.5935001373291,18.80599975585937,18.57749938964844,18.72949981689453,18.72949981689453,36418000,0.0108754285563692,18.541666666666668,18.66405571831597,18.699944496154785,18.527999877929688,18.36750030517578,18.54800033569336,18.541666666666668,18.36750030517578,18.72949981689453,18.65668639338899,18.572883062848124,0.0838033305408672,0.1656765391824126,55.33389889027471
2015-03-31,18.66200065612793,18.88500022888184,18.57550048828125,18.604999542236328,18.604999542236328,50122000,-0.0066472824087859,18.620833079020183,18.647166781955292,18.65625,18.72949981689453,18.527999877929688,18.36750030517578,18.620833079020183,18.527999877929688,18.72949981689453,18.648734570134735,18.575262061321325,0.07347250881340983,0.14723573310861204,56.09962900637377
2015-04-01,18.604999542236328,18.65800094604492,18.41699981689453,18.51300048828125,18.51300048828125,49162000,-0.0049448565556922,18.615833282470703,18.630611207750107,18.62894450293647,18.604999542236328,18.72949981689453,18.527999877929688,18.615833282470703,18.51300048828125,18.72949981689453,18.627852403695737,18.570650092947986,0.057202310747751284,0.12922904863643989,45.13923118853159
2015-04-02,18.52499961853028,18.66399955749512,18.450000762939453,18.612499237060547,18.612499237060547,37506000,0.0053745339034738,18.576833089192707,18.59594451056586,18.611416710747612,18.51300048828125,18.604999542236328,18.72949981689453,18.576833089192707,18.51300048828125,18.612499237060547,18.625490378059553,18.57375002954892,0.05174034851063425,0.11373130861127875,52.12630994058881
2015-04-06,18.5049991607666,19.01000022888184,18.468000411987305,18.85199928283692,18.85199928283692,61014000,0.0128676994274625,18.659166336059574,18.606666564941406,18.632333331637913,18.612499237060547,18.51300048828125,18.604999542236328,18.659166336059574,18.51300048828125,18.85199928283692,18.660337901871458,18.59436108534803,0.06597681652342757,0.10418041019370852,54.46840276462543
2015-04-07,18.8075008392334,18.965499877929688,18.701499938964844,18.72050094604492,18.72050094604492,39098000,-0.0069752992676864,18.72833315531413,18.608444425794815,18.654666688707138,18.85199928283692,18.612499237060547,18.51300048828125,18.72833315531413,18.612499237060547,18.85199928283692,18.66959375482122,18.603704778732983,0.06588897608823885,0.0965221233726146,52.930117808027205
2015-04-08,18.732999801635746,19.07900047302246,18.732500076293945,19.059999465942383,19.059999465942383,52728000,0.0181351194007011,18.87749989827474,18.665333218044704,18.67399999830458,18.72050094604492,18.85199928283692,18.612499237060547,18.87749989827474,18.72050094604492,19.059999465942383,18.729656171916783,18.637504385192937,0.09215178672384639,0.09564805604286096,56.57838833026469
2015-04-09,19.03300094604492,19.22100067138672,18.940000534057617,19.177000045776367,19.177000045776367,47846000,0.0061385405620313,18.985833485921223,18.755277633666992,18.710000038146973,19.059999465942383,18.72050094604492,18.85199928283692,18.985833485921223,18.72050094604492,19.177000045776367,18.79847830635672,18.677467026717636,0.12101127963908453,0.10072070076210568,61.07528840016856
2015-04-10,19.215499877929688,19.356000900268555,19.06599998474121,19.13249969482422,19.13249969482422,51470000,-0.002320506379826,19.12316640218099,18.822444279988606,18.735833379957413,19.177000045776367,19.059999465942383,18.72050094604492,19.12316640218099,19.059999465942383,19.177000045776367,18.849866212274797,18.711173150281088,0.13869306199370968,0.10831517300842648,54.93594478723091
