Date,Open,High,Low,Close,Volume,Day,DayOfWeek,Quarter,Month,Year,S_3,S_9,S_18,lag_1,lag_2,lag_3,Rolling_Mean,Rolling_Min,Rolling_Max,EMA_12,EMA_26,MACD,MACD_Signal,RSI,Overall_Mean,Overall_Min,Overall_Max
2006-01-27 05:00:00+00:00,2.227499961853028,2.260999917984009,2.2265000343322754,2.247999906539917,83480000,27,4,1,1,2006,2.224999984105428,2.2107778125339084,2.2630833519829645,2.233999967575073,2.180000066757202,2.200999975204468,2.224999984105428,2.180000066757202,2.260999917984009,2.236506429531442,2.236506429531442,0.0,0.0,32.21473932684664,54.52846719291278,1.303500056266785,200.0
2006-01-30 05:00:00+00:00,2.2704999446868896,2.298500061035156,2.236999988555908,2.240999937057495,81996000,30,0,1,1,2006,2.247666597366333,2.2161111301845975,2.255805571873983,2.260999917984009,2.233999967575073,2.180000066757202,2.247666597366333,2.233999967575073,2.260999917984009,2.2382746567635152,2.2382746567635152,0.0,0.0,34.68205224675086,54.52846719291278,1.303500056266785,200.0
2006-01-31 05:00:00+00:00,2.23799991607666,2.260499954223633,2.212500095367432,2.1989998817443848,81120000,31,1,1,1,2006,2.24999992052714,2.2188888920678034,2.2490555710262723,2.247999906539917,2.260999917984009,2.233999967575073,2.24999992052714,2.240999937057495,2.260999917984009,2.2386939306548967,2.2386939306548967,0.0,0.0,42.62875456510404,54.52846719291278,1.303500056266785,200.0
2006-02-01 05:00:00+00:00,2.196000099182129,2.234499931335449,2.174999952316284,2.13700008392334,150028000,1,2,1,2,2006,2.229333241780599,2.216277758280436,2.2388611237208047,2.240999937057495,2.247999906539917,2.260999917984009,2.229333241780599,2.1989998817443848,2.247999906539917,2.2325871538994333,2.2325871538994333,0.0,0.0,41.73910447464138,54.52846719291278,1.303500056266785,200.0
2006-02-02 05:00:00+00:00,2.191999912261963,2.20199990272522,1.9900000095367432,1.9164999723434448,474186000,2,3,1,2,2006,2.1923333009084067,2.2097222010294595,2.2246111234029136,2.1989998817443848,2.240999937057495,2.247999906539917,2.1923333009084067,2.13700008392334,2.240999937057495,2.217881450826188,2.217881450826188,0.0,0.0,37.38318589986408,54.52846719291278,1.303500056266785,200.0
2006-02-03 05:00:00+00:00,1.8849999904632568,1.924999952316284,1.868499994277954,1.8975000381469729,670626000,3,4,1,2,2006,2.084166646003723,2.1797221899032593,2.2003055612246194,2.13700008392334,2.1989998817443848,2.240999937057495,2.084166646003723,1.9164999723434448,2.1989998817443848,2.1715150695211505,2.1715150695211505,0.0,0.0,21.872079840005398,54.52846719291278,1.303500056266785,200.0
2006-02-06 05:00:00+00:00,1.9170000553131104,1.9170000553131104,1.888499975204468,1.8760000467300413,170064000,6,0,1,2,2006,1.9836666981379192,2.1459999746746488,2.1789166728655496,1.9164999723434448,2.13700008392334,2.1989998817443848,1.9836666981379192,1.8975000381469729,2.13700008392334,2.1293589108482003,2.1293589108482003,0.0,0.0,21.912698444323183,54.52846719291278,1.303500056266785,200.0
2006-02-07 05:00:00+00:00,1.9045000076293943,1.909999966621399,1.8600000143051147,1.9084999561309812,148072000,7,1,1,2,2006,1.896666685740153,2.112222194671631,2.158333341280619,1.8975000381469729,1.9164999723434448,2.13700008392334,1.896666685740153,1.8760000467300413,1.9164999723434448,2.090380624060791,2.090380624060791,0.0,0.0,18.74997123854395,54.52846719291278,1.303500056266785,200.0
2006-02-08 05:00:00+00:00,1.8849999904632568,1.91949999332428,1.8554999828338623,1.899500012397766,150874000,8,2,1,2,2006,1.8940000136693318,2.0760555267333984,2.1411388980017767,1.8760000467300413,1.8975000381469729,1.9164999723434448,1.8940000136693318,1.8760000467300413,1.9084999561309812,2.0623989828408202,2.0623989828408202,0.0,0.0,22.456102705802508,54.52846719291278,1.303500056266785,200.0
2006-02-09 05:00:00+00:00,1.930500030517578,1.950000047683716,1.8964999914169312,1.9259999990463257,138656000,9,3,1,2,2006,1.8946666717529297,2.0358888705571494,2.123333341545529,1.9084999561309812,1.8760000467300413,1.8975000381469729,1.8946666717529297,1.8760000467300413,1.9084999561309812,2.037337602772658,2.037337602772658,0.0,0.0,23.167384476366465,54.52846719291278,1.303500056266785,200.0
