Date,Open,High,Low,Close,Adj Close,Volume,Return
2015-01-05,26.357500076293945,26.39949989318848,25.887500762939453,25.972999572753903,25.94322395324707,41182000,-0.01905396375522672
2015-01-06,26.024999618530277,26.06049919128418,25.27750015258789,25.332000732421875,25.302961349487305,54456000,-0.024679430596243
2015-01-07,25.54750061035156,25.574499130249023,25.1825008392334,25.25749969482422,25.22854423522949,46918000,-0.002940985135149732
2015-01-08,25.07550048828125,25.375,24.750999450683597,25.34550094604492,25.31644630432129,73054000,0.003484163210293323
2015-01-09,25.40900039672852,25.43000030517578,24.9325008392334,25.035999298095703,25.007299423217773,42000000,-0.01221130521776137
2015-01-12,24.96199989318848,25.013999938964844,24.545499801635746,24.85300064086914,24.82451057434082,57138000,-0.0073094209281465705
2015-01-13,25.12849998474121,25.43000030517578,24.863000869750977,25.09000015258789,25.06123733520508,60958000,0.00953605221129794
2015-01-14,25.020999908447266,25.413000106811523,24.90800094604492,25.296499252319336,25.26749992370605,52800000,0.008230334733981604
2015-01-15,25.444499969482425,25.487499237060547,25.100500106811523,25.20050048828125,25.171611785888672,51068000,-0.003794942655129807
2015-01-16,25.15749931335449,25.542499542236328,25.15449905395508,25.52300071716309,25.493741989135746,49658000,0.012797373966116687
2015-01-20,25.638500213623047,25.780500411987305,25.4685001373291,25.496999740600582,25.467771530151367,46796000,-0.0010187272590178598
2015-01-21,25.54199981689453,26.092500686645508,25.47949981689453,26.019500732421875,25.98967170715332,46356000,0.020492646081385013
2015-01-22,26.149999618530277,26.941999435424805,26.09550094604492,26.864999771118164,26.83420181274414,56068000,0.0324948217643064
2015-01-23,26.901500701904297,27.27050018310547,26.787500381469727,27.09749984741211,27.066436767578125,45966000,0.008654385939876219
2015-01-26,27.075000762939453,27.075000762939453,26.603500366210938,26.836000442504883,26.80523681640625,30932000,-0.009650314840105145
2015-01-27,26.56999969482422,26.638999938964844,26.042999267578125,26.059499740600582,26.029624938964844,39148000,-0.028935038347756903
2015-01-28,26.25,26.284500122070312,25.61750030517578,25.62150001525879,25.59212875366211,35822000,-0.016807679721471902
