Date,Open,High,Low,Close,Adj Close,Volume,Return
2015-01-05,27.07250022888184,27.162500381469727,26.352500915527344,26.5625,23.68730354309082,257142000,-0.028171606873419353
2015-01-06,26.63500022888184,26.857500076293945,26.15749931335449,26.565000534057617,23.68953514099121,263188400,9.413775275746161e-05
2015-01-07,26.799999237060547,27.049999237060547,26.674999237060547,26.9375,24.021711349487305,160423600,0.014022189288677822
2015-01-08,27.3075008392334,28.037500381469727,27.174999237060547,27.97249984741211,24.94468879699707,237458000,0.038422268117386915
2015-01-09,28.167499542236328,28.3125,27.552499771118164,28.002500534057617,24.971437454223636,214798000,0.0010725064548811059
2015-01-12,28.149999618530277,28.15749931335449,27.200000762939453,27.3125,24.35612297058105,198603200,-0.02464067568603079
2015-01-13,27.857500076293945,28.200000762939453,27.227500915527344,27.55500030517578,24.57237243652344,268367600,0.008878729708952982
2015-01-14,27.26000022888184,27.622499465942383,27.125,27.450000762939453,24.478736877441406,195826400,-0.0038105440418596537
2015-01-15,27.5,27.51499938964844,26.665000915527344,26.70499992370605,23.814380645751957,240056000,-0.027140284827941952
2015-01-16,26.75749969482422,26.895000457763672,26.299999237060547,26.497499465942383,23.629344940185547,314053200,-0.0077700976729631055
2015-01-20,26.959999084472656,27.24250030517578,26.625,27.18000030517578,24.237964630126957,199599600,0.02575717909196018
2015-01-21,27.237499237060547,27.76499938964844,27.0674991607666,27.387500762939453,24.423004150390625,194303600,0.007634306675271096
2015-01-22,27.565000534057617,28.11750030517578,27.43000030517578,28.100000381469727,25.05838203430176,215185600,0.02601550337497094
2015-01-23,28.075000762939453,28.4375,27.88249969482422,28.2450008392334,25.18769073486328,185859200,0.005160158569225137
2015-01-26,28.434999465942383,28.59000015258789,28.200000762939453,28.274999618530277,25.214445114135746,222460000,0.001062091641194307
2015-01-27,28.104999542236328,28.1200008392334,27.25749969482422,27.28499984741211,24.331600189208984,382274800,-0.035013254976999586
2015-01-28,29.40749931335449,29.530000686645508,28.82749938964844,28.82749938964844,25.707141876220703,585908400,0.0565328770702791
2015-01-29,29.07999992370605,29.79750061035156,28.88999938964844,29.725000381469727,26.50748634338379,337745600,0.03113350137277493
2015-01-30,29.600000381469727,30.0,29.212499618530277,29.290000915527344,26.11957359313965,334982000,-0.014634128187044793
2015-02-02,29.512500762939453,29.792499542236328,29.020000457763672,29.65749931335449,26.447296142578125,250956400,0.012546889257088578
2015-02-03,29.625,29.772499084472656,29.40250015258789,29.662500381469727,26.45175552368164,207662800,0.00016862743761358878
2015-02-04,29.625,30.127500534057617,29.57749938964844,29.88999938964844,26.65462684631348,280598800,0.007669582983666379
2015-02-05,30.0049991607666,30.0575008392334,29.8125,29.98500061035156,26.844877243041992,168984800,0.003178361413283204
2015-02-06,30.0049991607666,30.0625,29.612499237060547,29.732500076293945,26.618816375732425,174826400,-0.00842089474463592
2015-02-09,29.637500762939453,29.959999084472656,29.607500076293945,29.93000030517578,26.795639038085938,155559200,0.0066425705330883655
2015-02-10,30.042499542236328,30.537500381469727,30.040000915527344,30.5049991607666,27.3104190826416,248034000,0.01921145505272137
2015-02-11,30.6924991607666,31.229999542236328,30.625,31.21999931335449,27.95054244995117,294247200,0.023438786174676318
2015-02-12,31.51499938964844,31.8700008392334,31.39249992370605,31.614999771118164,28.304174423217773,297898000,0.012652161001000195
2015-02-13,31.81999969482422,31.81999969482422,31.412500381469727,31.770000457763672,28.44294548034668,217088800,0.004902757797490498
2015-02-17,31.872499465942383,32.220001220703125,31.729999542236328,31.957500457763672,28.610809326171875,252609600,0.005901794060383159
2015-02-18,31.90749931335449,32.19499969482422,31.862499237060547,32.18000030517578,28.810007095336918,179566800,0.0069623670257370485
2015-02-19,32.119998931884766,32.25749969482422,32.08250045776367,32.11249923706055,28.749574661254883,149449600,-0.0020976093062490264
2015-02-20,32.154998779296875,32.375,32.01250076293945,32.375,28.984588623046875,195793600,0.008174410873523774
2015-02-23,32.505001068115234,33.25,32.415000915527344,33.25,29.767961502075195,283896400,0.027027027027026973
2015-02-24,33.23500061035156,33.400001525878906,32.79249954223633,33.04249954223633,29.582181930541992,276912400,-0.006240615271087879
2015-02-25,32.88999938964844,32.900001525878906,32.037498474121094,32.1974983215332,28.82567405700684,298846800,-0.025573162817873696
2015-02-26,32.1974983215332,32.717498779296875,31.65250015258789,32.60499954223633,29.19050025939941,365150000,0.012656300704908974
2015-02-27,32.5,32.64250183105469,32.060001373291016,32.1150016784668,28.75181579589844,248059200,-0.015028304574419393
2015-03-02,32.3125,32.56999969482422,32.07500076293945,32.272499084472656,28.89281463623047,192386800,0.004904169321948482
2015-03-03,32.2400016784668,32.380001068115234,32.022499084472656,32.34000015258789,28.9532470703125,151265200,0.0020915971811961143
2015-03-04,32.275001525878906,32.38999938964844,32.08000183105469,32.1349983215332,28.76972198486328,126665200,-0.006338955785016642
2015-03-05,32.14500045776367,32.1875,31.440000534057617,31.602500915527344,28.292987823486328,226068400,-0.01657063743018905
2015-03-06,32.099998474121094,32.342498779296875,31.565000534057617,31.649999618530277,28.33551025390625,291368400,0.0015030045606168052
2015-03-09,31.989999771118164,32.39250183105469,31.26499938964844,31.78499984741211,28.456375122070312,354114000,0.004265410126665259
2015-03-10,31.602500915527344,31.80500030517578,30.950000762939453,31.127500534057617,27.867725372314453,275426400,-0.020685836605659924
2015-03-11,31.1875,31.1924991607666,30.52750015258789,30.559999465942383,27.35965347290039,275756000,-0.018231501353419444
2015-03-12,30.57749938964844,31.225000381469727,30.40749931335449,31.112499237060547,27.85429954528809,193450800,0.018079181308032988
2015-03-13,31.100000381469727,31.350000381469727,30.645000457763672,30.897499084472656,27.661813735961918,207309200,-0.006910410859304661
2015-03-16,30.96999931335449,31.237499237060547,30.717500686645508,31.237499237060547,27.966211318969727,143497200,0.011004131812039075
2015-03-17,31.475000381469727,31.82999992370605,31.412500381469727,31.76000022888184,28.43400001525879,204092400,0.016726722835783026
2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,28.75404930114746,261083600,0.011256299550301607
2015-03-19,32.1875,32.3125,31.850000381469727,31.875,28.536949157714844,183238000,-0.007550410301909505
2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,28.178842544555664,274780400,-0.012549007640165422
2015-03-23,31.780000686645508,31.962499618530277,31.6299991607666,31.802499771118164,28.472036361694336,150838800,0.010405063881786303
2015-03-24,31.8075008392334,32.0099983215332,31.63999938964844,31.67250061035156,28.35565757751465,131369200,-0.0040877025926328026
2015-03-25,31.63500022888184,31.70499992370605,30.84499931335449,30.84499931335449,27.61481094360352,206620800,-0.026126806568806837
2015-03-26,30.690000534057617,31.21999931335449,30.649999618530277,31.059999465942383,27.80730438232422,190291600,0.00697034065080393
2015-03-27,31.14249992370605,31.174999237060547,30.727500915527344,30.8125,27.58571052551269,158184800,-0.00796843110746892
2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,28.28403663635254,188398800,0.025314423907359274
2015-03-31,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,27.849828720092773,168362400,-0.015351763862003431
2015-04-01,31.20499992370605,31.280000686645508,30.774999618530277,31.0625,27.809534072875977,162485600,-0.0014465989289906833
2015-04-02,31.25749969482422,31.38999938964844,31.04750061035156,31.32999992370605,28.049022674560547,128880400,0.008611667563977576
2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530277,28.50337600708008,148776000,0.016198522057455422
2015-04-07,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,28.203453063964844,140049200,-0.010522154330162348
2015-04-08,31.462499618530277,31.600000381469727,31.24250030517578,31.399999618530277,28.111692428588867,149316800,-0.003253739029907332
2015-04-09,31.462499618530277,31.645000457763672,31.165000915527344,31.63999938964844,28.32655906677246,129936000,0.007643304905536663
2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530277,28.447418212890625,160752000,0.004266758264414028
2015-04-13,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530277,28.39146614074707,145460400,-0.001966955177036489
2015-04-14,31.75,31.82250022888184,31.477500915527344,31.575000762939453,28.26837158203125,102098400,-0.004335793685291245
2015-04-15,31.602500915527344,31.78249931335449,31.502500534057617,31.69499969482422,28.37579917907715,115881600,0.003800441139675703
2015-04-16,31.56999969482422,31.774999618530277,31.52750015258789,31.542499542236328,28.239273071289062,113476000,-0.004811489321856488
2015-04-17,31.387500762939453,31.53499984741211,31.114999771118164,31.1875,27.921443939208984,207828000,-0.011254642066681253
2015-04-20,31.39249992370605,32.029998779296875,31.292499542236328,31.899999618530277,28.55933380126953,188217200,0.022845679151271447
2015-04-21,32.025001525878906,32.04999923706055,31.667499542236328,31.727500915527344,28.40489196777344,129740400,-0.0054074829174207695
2015-04-22,31.747499465942383,32.217498779296875,31.57999992370605,32.154998779296875,28.78762435913086,150618000,0.013474047795561273
2015-04-23,32.07500076293945,32.60499954223633,32.03499984741211,32.41749954223633,29.02263641357422,183083600,0.008163606683402103
2015-04-24,32.622501373291016,32.657501220703125,32.307498931884766,32.56999969482422,29.15916633605957,178103600,0.004704254021479892
2015-04-27,33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,29.68962287902832,387816800,0.018191550041402937
2015-04-28,33.6150016784668,33.6349983215332,32.39250183105469,32.63999938964844,29.221832275390625,475696000,-0.01575572132722136
2015-04-29,32.540000915527344,32.897499084472656,32.07500076293945,32.15999984741211,28.79209899902344,253544400,-0.014705868603311245
2015-04-30,32.15999984741211,32.15999984741211,31.145000457763672,31.287500381469727,28.010974884033203,332781600,-0.027129958646830987
2015-05-01,31.524999618530277,32.532501220703125,31.325000762939453,32.23749923706055,28.861482620239254,234050400,0.030363526776126415
2015-05-04,32.375,32.64250183105469,32.064998626708984,32.17499923706055,28.805532455444336,203953200,-0.0019387359900469026
2015-05-05,32.037498474121094,32.11249923706055,31.44499969482422,31.450000762939453,28.15645980834961,197085600,-0.022532975642964748
